Unnamed: 0,ID,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Course Name,Course URL / Code,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Certification URL,Is there a course with this certification?,Consolidated Course Name,Category,Activity,Support Group,Assigned To,Request Status,Start Date,End Date,Start Mo/Yr,End Mo/Yr,Start FY,End FY,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Individual Travel Hours,Rqst Tot Labor Hrs,Airfare,Hotel,Per Diem,Other,Estimated Individual Travel,Misc Expenses,Certification Fee,Conference Fee,Course Fee,Catering,Facility Rental,Vendor Charge,Direct Other Expenses,Describe Other Expenses,Direct Expense Impact,Rqst NPR Alloc,Rqst NPR OH,Cancel No Response,Created,Retroactive Start Date,Duplicates,Reporting Status
1702,TAS0015098,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,Technology Curriculum - Accenture Project Management School,A82700,,,,,,,,Technology Curriculum - Accenture Project Management School,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDL Emerging Technology Approval Group,,Approved,7/10/17 0:00,7/14/17,11_Jul,11_Jul,FY17,FY17,Accenture curriculum,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42829.61468,True,NO,2. Approved
1703,TAS0011471,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom - St.Charles,,The Accenture Selling Platform Workshop,https://mylearning.accenture.com/myl-ui/learner/activityDetails?referrer=search&activityID=314642&so,,,,,,,,The Accenture Selling Platform Workshop,Sales,The Accenture Selling Platform,TAS TDL Emerging Technology Approval Group,,Approved,6/20/17 0:00,6/22/17,10_Jun,10_Jun,FY17,FY17,Accenture curriculum,,24.0,Yes,6.0,30.0,400.0,0.0,200.0,300.0,900.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,900.0,True,42733.38037,True,NO,
1704,TAS0015664,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.002,TDL Advanced Tech & Arch,AT&A,TDL,8,TD,Technology Delivery,Client Data Protection  -  Technology Delivery  -  Accenture,Client Data Protection,Accenture,Virtual,,Introduction to Web Application Security,A59426,,,,,,,,Introduction to Web Application Security,ACN/AFS Curriculum,CDP,TAS TDL Advanced Tech & Arch Approval Group,,Training Complete,4/14/17 0:00,4/14/17,08_Apr,08_Apr,FY17,FY17,Other,,1.0,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42839.65516,True,NO,3. Complete
1705,TAS0011401,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.004,TDL Emerging Technology,Emerging Tech,TDL,9,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,,UX Camp DC,www.uxcampdc.com,UX Camp DC,,,,,,,UX Camp DC,Digital,User Experience,TAS TDL Emerging Technology Approval Group,,Training Complete,1/14/17 0:00,1/14/17,05_Jan,05_Jan,FY17,FY17,Career growth,,9.0,No,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69.57,0,0,0,0,,,69.57,0.0,True,42727.4124,True,NO,3. Complete
1706,TAS0010021,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.002,TDL Advanced Tech & Arch,AT&A,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,Java Spring: Spring Application Basics,https://mylearning.accenture.com/myl-ui/learner/activityDetails?referrer=search&activityID=1171227&s,,,,,,,,Java Spring: Spring Application Basics,Analytics/Big Data,Low hours - do on own time,TAS TDL Advanced Tech & Arch Approval Group,,Training Complete,11/11/16 0:00,11/11/16,03_Nov,03_Nov,FY17,FY17,Current project/role,,3.0,No,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42660.49962,True,NO,3. Complete
1707,TAS0016362,TAS,St Louis Corp 211 N Broadway,01.01.207.002,TDL Advanced Tech & Arch,AT&A,TDL,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,Java Spring: Working with Data in Spring,jl_spng_a04_it_enus,,,,,,,,Java Spring: Working with Data in Spring,Analytics/Big Data,Low hours - do on own time,TAS TDL Advanced Tech & Arch Approval Group,,Approved,5/2/17 0:00,5/2/17,09_May,09_May,FY17,FY17,Current project/role,,3.0,No,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42856.67566,True,NO,2. Approved
1708,TAS0014006,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.002,TDL Advanced Tech & Arch,AT&A,TDL,4,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Virtual,,Multiple QAA prep course,https://mylearning.accenture.com/myl-ui/learner/activityDetails?activityID=1109586&source=mylearning,,,,,,,,Multiple QAA prep course,Leadership,Low hours - do on own time,TAS TDL Advanced Tech & Arch Approval Group,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,Accenture curriculum,,2.0,No,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42804.583139999995,True,NO,3. Complete
1709,TAS0009224,TAS,San Diego AFS 1615 Murray Canyon,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Classroom,"299 N Euclid Ave,Pasadena, CA 91101",2016 Healthcare Quality Overview,http://www.cahq.org/events/healthcare-quality-overview-and-certification-workshops-october-2016/,California Association for Healthcare Quality (CAHQ),,,Renew,,,,2016 Healthcare Quality Overview,Oracle,Healthcare Information Exchange,TAS TDL Industry Approval Group,,Approved,5/25/17 0:00,5/26/17,09_May,09_May,FY17,FY17,Current project/role,,17.0,Yes,4.0,21.0,0.0,575.0,214.0,60.0,849.0,0.0,0.0,0,645.0,0,0,0,0,,,645.0,849.0,True,42606.91951,True,NO,
1710,MyL0170957,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,"Leesburg, Virginia National Conference Center",Excelling in High Performance - (Z97662),Z97662,,,,,,,,Excelling in High Performance - (Z97662),I&D,Excelling in High Performance,,,Approved,5/17/17 0:00,5/19/17,09_May,09_May,FY17,FY17,,,16.0,No,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2250.0,0,0,0,0,,,2250.0,0.0,,,,NO,2. Approved
1711,MyL0048791,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,YES,3. Complete
1712,MyL0048794,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,YES,3. Complete
1713,MyL0042458,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,"Los Angeles-The Center Cathedral Plaza - 555 W Temple St, Los Angeles, CA 90012",2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/11/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
1714,MyL0048805,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,5,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
1715,MyL0052486,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
1716,MyL0052457,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,YES,3. Complete
1717,MyL0048801,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
1718,MyL0042467,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,9,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,"Denver, Lakewood Country Club, 6800 West Tenth Avenue, Lakewood, CO 80214",2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
1719,MyL0048849,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,4,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
1720,MyL0115085,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,YES,3. Complete
1721,MyL0105938,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
1722,MyL0069406,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,"Strongwater - 401 W Town St, Columbus, OH 43215",2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
1723,MyL0052092,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
1724,MyL0048832,MyLearning,,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,,Inclusion & Diversity,Accenture,Classroom,Westin Gateway Arlington,2017 International Women's Day - (A87251),A87251,,,,,,,,2017 International Women's Day - (A87251),I&D,IWD - Intl Women's Day,,,Training Complete,3/10/17 0:00,3/10/17,07_Mar,07_Mar,FY17,FY17,,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,,,,NO,3. Complete
1725,TAS0011134,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,Agile Product Owner,TBD,,,,New,ICAgile Certified Professional ÛÒ Business Value Analysis,TBD,Yes,ICAgile Certified Professional ÛÒ Business Value Analysis - Agile Product Owner,Agile,Agile Product Owner (Business Value Analysis),TAS TDL Industry Approval Group,,Training Complete,12/12/16 0:00,12/13/16,04_Dec,04_Dec,FY17,FY17,Other,,16.0,No,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42716.288239999994,True,NO,3. Complete
1726,TAS0012987,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,Accenture Project Management,https://mylearning.accenture.com/Atlas/home.aspx?url=%23%2FactivityDetailsqmqmactivityID%3D1291680%2,,,,,,,No,Accenture Project Management,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDL Industry Approval Group,,Approved,5/15/17 0:00,5/19/17,09_May,09_May,FY17,FY17,Current project/role,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42794.36689,True,NO,2. Approved
1727,TAS0013028,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,Accenture Project Management,A82700  (myLearning Course Number),,,,New,,,No,Accenture Project Management,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDL Industry Approval Group,,Training Complete,4/17/17 0:00,4/21/17,08_Apr,08_Apr,FY17,FY17,Accenture curriculum,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42794.50242,True,NO,3. Complete
1728,TAS0013079,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,Accenture Project Management,A82700,,,,,,,,Accenture Project Management,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDL Industry Approval Group,,Approved,4/17/17 0:00,4/21/17,08_Apr,08_Apr,FY17,FY17,Accenture curriculum,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42795.44167,True,NO,2. Approved
1729,TAS0013155,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,Accenture Project Management,https://mylearning.accenture.com/myl-ui/learner/activityDetails?activityID=1291680&activitySource=LM,,,,New,,,,Accenture Project Management,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDL Industry Approval Group,,Training Complete,4/17/17 0:00,4/21/17,08_Apr,08_Apr,FY17,FY17,Current project/role,,28.0,No,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42796.420739999994,True,NO,3. Complete
1730,TAS0014015,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,Accenture Project Management,https://kxsites.accenture.com/groups/PPSM/default.aspx?lftTitle=Overview,,,,,,,,Accenture Project Management,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDL Industry Approval Group,,Approved,7/10/17 0:00,7/14/17,11_Jul,11_Jul,FY17,FY17,Current project/role,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42804.6212,True,NO,
1731,TAS0013010,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,Accenture Project Management School,US-A82700-FY17-0003,,,,,,,,Accenture Project Management School,Proj/Pgm Mgmt,Proj Mgmt School,TAS TDL Industry Approval Group,,Training Complete,4/17/17 0:00,4/21/17,08_Apr,08_Apr,FY17,FY17,Accenture curriculum,,40.0,No,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42794.46454,True,NO,3. Complete
1732,TAS0011060,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,Agile Product Owner,TBD,,,,New,ICAgile Certified Professional - Business Value Analysis (ICP-BVA),tbd,Yes,ICAgile Certified Professional - Business Value Analysis (ICP-BVA) - Agile Product Owner,Agile,Agile Product Owner (Business Value Analysis),TAS TDL Industry Approval Group,,Training Complete,12/12/16 0:00,12/13/16,04_Dec,04_Dec,FY17,FY17,Other,,16.0,No,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42711.56544,True,NO,3. Complete
1733,TAS0011070,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,Agile Product Owner,TBD,,,,New,ICAgile Certified Professional ÛÒ Business Value Analysis (ICP-BVA),TBD,Yes,ICAgile Certified Professional ÛÒ Business Value Analysis (ICP-BVA) - Agile Product Owner,Agile,Agile Product Owner (Business Value Analysis),TAS TDL Industry Approval Group,,Training Complete,12/12/16 0:00,12/13/16,04_Dec,04_Dec,FY17,FY17,Current project/role,,16.0,No,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42712.33432,True,NO,3. Complete
1734,TAS0009620,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Training Complete,4/27/17 0:00,4/27/17,08_Apr,08_Apr,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42639.34743,True,NO,3. Complete
1735,TAS0009627,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Training Complete,10/27/16 0:00,10/27/16,02_Oct,02_Oct,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42639.3722,True,NO,3. Complete
1736,TAS0009636,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Training Complete,3/21/17 0:00,3/21/17,07_Mar,07_Mar,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42639.410560000004,True,NO,3. Complete
1737,TAS0009644,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Training Complete,10/28/16 0:00,10/28/16,02_Oct,02_Oct,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42639.48929,True,NO,3. Complete
1738,TAS0009656,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Training Complete,10/28/16 0:00,10/28/16,02_Oct,02_Oct,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42639.734860000004,True,NO,3. Complete
1739,TAS0009758,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,4,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Training Complete,10/27/16 0:00,10/27/16,02_Oct,02_Oct,FY17,FY17,Accenture curriculum,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42646.467619999996,True,NO,3. Complete
1740,TAS0009807,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Training Complete,10/27/16 0:00,10/27/16,02_Oct,02_Oct,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42647.543410000006,True,NO,3. Complete
1741,TAS0009817,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Training Complete,10/27/16 0:00,10/27/16,02_Oct,02_Oct,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42647.62146,True,NO,3. Complete
1742,TAS0009902,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Training Complete,10/27/16 0:00,10/27/16,02_Oct,02_Oct,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42654.37749,True,NO,3. Complete
1743,TAS0010391,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Training Complete,3/22/17 0:00,3/22/17,07_Mar,07_Mar,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42677.536589999996,True,NO,3. Complete
